ORDERKEY;PRODUCTKEY;QUANTITY;CATALOGPRICE;DISCOUNTAMOUNT;DISCOUNTPCTG;TRANSACTIONPRICE
SO53199;539;1;24,99;5,25;21;19,74
SO53199;480;3;2,29;0,78;34;1,51
SO53200;225;1;8,99;0,45;5;8,54
SO53200;538;3;21,49;9,89;46;11,6
SO53201;540;1;32,6;11,74;36;20,86
SO53202;541;3;28,99;8,12;28;20,87
SO53203;529;1;3,99;1,4;35;2,59
SO53203;540;2;32,6;6,85;21;25,75
SO53203;214;3;34,99;14,35;41;20,64
SO53204;535;3;24,99;0,75;3;24,24
SO53204;528;2;4,99;0,75;15;4,24
SO53204;217;2;34,99;1,4;4;33,59
SO53205;528;2;4,99;0,3;6;4,69
SO53205;536;2;29,99;2,4;8;27,59
SO53205;483;3;120;30;25;90
SO53206;478;1;9,99;0,9;9;9,09
SO53206;477;2;4,99;1,35;27;3,64
SO53207;478;1;9,99;3,1;31;6,89
SO53207;477;2;4,99;0,7;14;4,29
SO53207;487;2;54,99;14,85;27;40,14
SO53208;478;2;9,99;2,5;25;7,49
SO53209;225;2;8,99;1,44;16;7,55
SO53209;477;1;4,99;1,6;32;3,39
SO53210;477;3;4,99;1,1;22;3,89
SO53210;487;1;54,99;24,2;44;30,79
SO53211;477;2;4,99;1,35;27;3,64
SO53211;222;2;34,99;14,35;41;20,64
SO53212;477;2;4,99;1,85;37;3,14
SO53212;473;2;63,5;12,7;20;50,8
SO53212;487;3;54,99;2,75;5;52,24
SO53213;477;2;4,99;2,15;43;2,84
SO53214;225;1;8,99;3,51;39;5,48
SO53214;477;1;4,99;2,25;45;2,74
SO53215;528;1;4,99;1,8;36;3,19
SO53215;480;3;2,29;1,01;44;1,28
SO53216;528;3;4,99;1,15;23;3,84
SO53216;537;2;35;6,65;19;28,35
SO53216;217;2;34,99;6,3;18;28,69
SO53217;537;3;35;6,65;19;28,35
SO53217;222;2;34,99;12,95;37;22,04
SO53218;537;3;35;14,35;41;20,65
SO53218;528;2;4,99;0,65;13;4,34
SO53218;222;2;34,99;13,3;38;21,69
SO53219;535;3;24,99;3,25;13;21,74
SO53219;528;3;4,99;2,4;48;2,59
SO53219;222;2;34,99;1,4;4;33,59
SO53220;535;1;24,99;7,25;29;17,74
SO53220;477;2;4,99;1,8;36;3,19
SO53220;217;2;34,99;11,55;33;23,44
SO53220;225;1;8,99;0,18;2;8,81
SO53221;540;2;32,6;13,69;42;18,91
SO53221;529;3;3,99;0,72;18;3,27
SO53221;482;1;8,99;2,97;33;6,02
SO53222;477;3;4,99;0,8;16;4,19
SO53223;538;1;21,49;1,72;8;19,77
SO53223;480;2;2,29;0,57;25;1,72
SO53224;541;1;28,99;7,25;25;21,74
SO53225;530;2;4,99;2,15;43;2,84
SO53225;477;2;4,99;2,5;50;2,49
SO53225;465;1;24,49;1,96;8;22,53
SO53225;479;3;8,99;3,87;43;5,12
SO53226;541;3;28,99;1,74;6;27,25
SO53227;541;2;28,99;3,77;13;25,22
SO53228;528;1;4,99;1,8;36;3,19
SO53228;537;1;35;6,65;19;28,35
SO53228;480;2;2,29;0,5;22;1,79
SO53229;528;1;4,99;0,9;18;4,09
SO53229;537;1;35;4,2;12;30,8
SO53229;222;2;34,99;9,8;28;25,19
SO53230;537;2;35;9,1;26;25,9
SO53230;528;3;4,99;0,9;18;4,09
SO53231;485;2;21,98;1,54;7;20,44
SO53231;467;2;24,49;0,49;2;24
SO53232;225;3;8,99;3,42;38;5,57
SO53233;580;2;1700,99;289,17;17;1411,82
SO53233;222;3;34,99;4,9;14;30,09
SO53234;587;2;769,49;315,49;41;454
SO53234;222;1;34,99;16,8;48;18,19
SO53234;231;1;49,99;2;4;47,99
SO53234;463;1;24,49;3,43;14;21,06
SO53235;361;1;2294,99;298,35;13;1996,64
SO53235;480;2;2,29;0,48;21;1,81
SO53236;564;2;2384,07;619,86;26;1764,21
SO53236;479;2;8,99;3,15;35;5,84
SO53236;477;1;4,99;2,2;44;2,79
SO53237;561;2;2384,07;643,7;27;1740,37
SO53237;222;2;34,99;12,95;37;22,04
SO53238;578;2;1214,85;194,38;16;1020,47
SO53238;222;3;34,99;12,6;36;22,39
SO53239;584;3;539,99;10,8;2;529,19
SO53239;479;2;8,99;0,27;3;8,72
SO53240;363;3;2294,99;596,7;26;1698,29
SO53241;361;1;2294,99;573,75;25;1721,24
SO53241;485;2;21,98;3,52;16;18,46
SO53242;353;2;2319,99;162,4;7;2157,59
SO53242;217;2;34,99;9,1;26;25,89
SO53243;217;3;34,99;4,9;14;30,09
SO53244;529;3;3,99;0,8;20;3,19
SO53244;539;3;24,99;5,5;22;19,49
SO53244;480;3;2,29;0,57;25;1,72
SO53245;537;3;35;5,6;16;29,4
SO53245;528;2;4,99;2,3;46;2,69
SO53245;480;1;2,29;0,18;8;2,11
SO53246;538;2;21,49;4,3;20;17,19
SO53246;529;2;3,99;2;50;1,99
SO53246;217;3;34,99;11,9;34;23,09
SO53247;217;1;34,99;0,7;2;34,29
SO53248;480;3;2,29;0,25;11;2,04
SO53249;378;2;2443,35;146,6;6;2296,75
SO53249;540;2;32,6;14,67;45;17,93
SO53249;529;2;3,99;0,44;11;3,55
SO53249;217;1;34,99;14,7;42;20,29
SO53250;590;1;769,49;115,42;15;654,07
SO53250;231;3;49,99;6;12;43,99
SO53251;530;1;4,99;0,25;5;4,74
SO53251;480;3;2,29;0,92;40;1,37
SO53252;535;1;24,99;2,25;9;22,74
SO53252;528;3;4,99;1,6;32;3,39
SO53252;222;1;34,99;9,8;28;25,19
SO53253;538;3;21,49;7,74;36;13,75
SO53253;480;2;2,29;0,41;18;1,88
SO53254;540;3;32,6;8,48;26;24,12
SO53254;480;1;2,29;0,34;15;1,95
SO53255;536;2;29,99;7,8;26;22,19
SO53255;528;2;4,99;1,6;32;3,39
SO53255;485;2;21,98;5,71;26;16,27
SO53255;222;2;34,99;0,7;2;34,29
SO53255;225;2;8,99;0,36;4;8,63
SO53255;491;2;53,99;5,94;11;48,05
SO53256;478;1;9,99;1,2;12;8,79
SO53256;477;1;4,99;1;20;3,99
SO53256;237;1;49,99;14;28;35,99
SO53256;225;1;8,99;4,05;45;4,94
SO53257;478;2;9,99;1,5;15;8,49
SO53257;477;2;4,99;1,75;35;3,24
SO53257;217;3;34,99;3,85;11;31,14
SO53258;478;2;9,99;3,6;36;6,39
SO53258;477;2;4,99;1,95;39;3,04
SO53258;225;2;8,99;4,05;45;4,94
SO53258;490;2;53,99;14,04;26;39,95
SO53259;478;3;9,99;1;10;8,99
SO53259;477;2;4,99;2,05;41;2,94
SO53260;478;1;9,99;0,8;8;9,19
SO53260;217;3;34,99;10,85;31;24,14
SO53261;476;2;69,99;2,8;4;67,19
SO53262;477;3;4,99;1,1;22;3,89
SO53262;483;3;120;6;5;114
SO53263;528;2;4,99;1,65;33;3,34
SO53264;485;1;21,98;3,52;16;18,46
SO53264;484;3;7,95;2,86;36;5,09
SO53264;483;3;120;37,2;31;82,8
SO53265;485;2;21,98;8,79;40;13,19
SO53265;465;2;24,49;8,57;35;15,92
SO53266;477;2;4,99;0,35;7;4,64
SO53266;214;3;34,99;12,25;35;22,74
SO53267;529;2;3,99;1;25;2,99
SO53267;214;2;34,99;15,05;43;19,94
SO53268;538;1;21,49;3,87;18;17,62
SO53268;529;2;3,99;0,08;2;3,91
SO53268;480;1;2,29;0,6;26;1,69
SO53268;483;3;120;13,2;11;106,8
SO53268;225;2;8,99;2,34;26;6,65
SO53269;530;3;4,99;0,45;9;4,54
SO53269;541;3;28,99;9,86;34;19,13
SO53269;222;1;34,99;4,2;12;30,79
SO53269;231;2;49,99;11,5;23;38,49
SO53270;538;2;21,49;1,07;5;20,42
SO53271;541;2;28,99;3,77;13;25,22
SO53271;530;3;4,99;2,5;50;2,49
SO53272;530;3;4,99;0,1;2;4,89
SO53272;217;3;34,99;7,35;21;27,64
SO53273;528;1;4,99;1,9;38;3,09
SO53273;537;3;35;16,1;46;18,9
SO53273;217;3;34,99;8,4;24;26,59
SO53274;537;1;35;7,7;22;27,3
SO53274;528;1;4,99;0,55;11;4,44
SO53274;214;2;34,99;9,45;27;25,54
SO53275;537;1;35;12,6;36;22,4
SO53275;480;3;2,29;0,66;29;1,63
SO53276;537;2;35;6,3;18;28,7
SO53276;528;3;4,99;1,9;38;3,09
SO53276;217;2;34,99;7,35;21;27,64
SO53276;231;3;49,99;22;44;27,99
SO53276;225;2;8,99;1,35;15;7,64
SO53277;537;3;35;17,15;49;17,85
SO53277;528;2;4,99;1;20;3,99
SO53277;217;2;34,99;4,9;14;30,09
SO53278;485;2;21,98;9,89;45;12,09
SO53278;478;1;9,99;2,4;24;7,59
SO53278;477;3;4,99;2,15;43;2,84
SO53278;487;2;54,99;1,1;2;53,89
SO53279;363;3;2294,99;596,7;26;1698,29
SO53279;528;2;4,99;1,8;36;3,19
SO53279;537;1;35;5,25;15;29,75
SO53279;217;2;34,99;14;40;20,99
SO53998;536;2;29,99;12;40;17,99
SO53998;480;3;2,29;0,57;25;1,72
SO53999;536;2;29,99;9,9;33;20,09
SO53999;480;2;2,29;0,96;42;1,33
SO54000;475;1;69,99;28;40;41,99
SO54000;481;3;8,99;0,54;6;8,45
SO54001;477;3;4,99;1,35;27;3,64
SO54001;217;2;34,99;7,7;22;27,29
SO54002;477;1;4,99;1,55;31;3,44
SO54002;483;1;120;13,2;11;106,8
SO54003;528;2;4,99;0,95;19;4,04
SO54003;222;2;34,99;6,65;19;28,34
SO54003;228;3;49,99;16,5;33;33,49
SO54004;528;2;4,99;1,85;37;3,14
SO54005;225;2;8,99;2,07;23;6,92
SO54005;474;2;69,99;11,9;17;58,09
SO54006;485;1;21,98;6,81;31;15,17
SO54006;217;2;34,99;13,65;39;21,34
SO54007;475;1;69,99;25,9;37;44,09
SO54007;231;1;49,99;8;16;41,99
SO54008;536;2;29,99;0,6;2;29,39
SO54008;528;2;4,99;2,1;42;2,89
SO54008;480;2;2,29;0,32;14;1,97
SO54009;477;2;4,99;0,05;1;4,94
SO54010;538;1;21,49;7,95;37;13,54
SO54011;529;3;3,99;1,52;38;2,47
SO54011;483;2;120;15,6;13;104,4
SO54011;225;1;8,99;2,16;24;6,83
SO54012;529;2;3,99;0,44;11;3,55
SO54012;480;1;2,29;0,14;6;2,15
SO54013;530;1;4,99;2,4;48;2,59
SO54013;217;1;34,99;2,1;6;32,89
SO54014;530;2;4,99;0,95;19;4,04
SO54014;541;3;28,99;13,05;45;15,94
SO54014;480;2;2,29;0,89;39;1,4
SO54015;529;2;3,99;1,6;40;2,39
SO54015;538;2;21,49;6,45;30;15,04
SO54015;222;1;34,99;17,15;49;17,84
SO54016;530;2;4,99;0,15;3;4,84
SO54016;472;2;63,5;0,64;1;62,86
SO54016;487;2;54,99;10,45;19;44,54
SO54017;537;2;35;5,95;17;29,05
SO54018;537;2;35;14,7;42;20,3
SO54018;528;3;4,99;1,4;28;3,59
SO54018;217;3;34,99;12,6;36;22,39
SO54019;537;3;35;2,45;7;32,55
SO54019;528;2;4,99;0,7;14;4,29
SO54019;222;2;34,99;2,1;6;32,89
SO54020;485;2;21,98;5,28;24;16,7
SO54020;487;2;54,99;18,7;34;36,29
SO54021;471;1;63,5;6,35;10;57,15
SO54021;485;3;21,98;8,57;39;13,41
SO54022;581;2;1700,99;799,47;47;901,52
SO54022;225;2;8,99;1,26;14;7,73
SO54022;488;2;53,99;14,58;27;39,41
SO54023;355;2;2319,99;1020,8;44;1299,19
SO54023;485;2;21,98;8,13;37;13,85
SO54023;472;2;63,5;26,04;41;37,46
SO54024;353;3;2319,99;1136,8;49;1183,19
SO54024;477;2;4,99;0,6;12;4,39
SO54024;478;1;9,99;3,8;38;6,19
SO54024;463;1;24,49;12;49;12,49
SO54025;359;1;2294,99;183,6;8;2111,39
SO54025;214;3;34,99;1,05;3;33,94
SO54025;234;1;49,99;19;38;30,99
SO54025;465;2;24,49;8,33;34;16,16
SO54026;560;1;1214,85;121,49;10;1093,36
SO54026;217;3;34,99;12,95;37;22,04
SO54027;560;2;1214,85;145,78;12;1069,07
SO54027;479;2;8,99;0,09;1;8,9
SO54027;477;2;4,99;0,7;14;4,29
SO54027;491;2;53,99;11,34;21;42,65
SO54028;587;2;769,49;130,81;17;638,68
SO54028;486;3;159;39,75;25;119,25
SO54029;567;1;742,35;29,69;4;712,66
SO54029;484;2;7,95;1,99;25;5,96
SO54030;567;1;742,35;282,09;38;460,26
SO54031;361;2;2294,99;91,8;4;2203,19
SO54031;480;2;2,29;0,8;35;1,49
SO54032;573;3;2384,07;476,81;20;1907,26
SO54033;562;2;2384,07;476,81;20;1907,26
SO54034;584;3;539,99;140,4;26;399,59
SO54034;214;2;34,99;4,55;13;30,44
SO54035;604;2;539,99;243;45;296,99
SO54035;479;3;8,99;0,18;2;8,81
SO54035;477;3;4,99;0,45;9;4,54
SO54035;217;1;34,99;1,75;5;33,24
SO54035;228;2;49,99;13,5;27;36,49
SO54036;573;1;2384,07;1144,35;48;1239,72
SO54036;222;2;34,99;4,9;14;30,09
SO54037;575;1;2384,07;286,09;12;2097,98
SO54037;217;2;34,99;5,25;15;29,74
SO54037;225;2;8,99;1,44;16;7,55
SO54038;225;2;8,99;2,43;27;6,56
SO54038;570;3;742,35;222,71;30;519,64
SO54039;361;1;2294,99;45,9;2;2249,09
SO54040;355;2;2319,99;603,2;26;1716,79
SO54040;478;2;9,99;0,5;5;9,49
SO54040;477;2;4,99;0,1;2;4,89
SO54040;225;2;8,99;1,89;21;7,1
SO54040;214;2;34,99;13,3;38;21,69
SO54041;539;2;24,99;6,25;25;18,74
SO54041;529;1;3,99;1,92;48;2,07
SO54042;535;1;24,99;4;16;20,99
SO54042;528;2;4,99;0,35;7;4,64
SO54042;485;2;21,98;5,93;27;16,05
SO54042;478;3;9,99;1,7;17;8,29
SO54042;477;2;4,99;0,6;12;4,39
SO54042;491;2;53,99;17,82;33;36,17
SO54042;467;1;24,49;7,35;30;17,14
SO54043;536;3;29,99;10,8;36;19,19
SO54043;480;3;2,29;0,66;29;1,63
SO54044;537;2;35;5,95;17;29,05
SO54044;528;1;4,99;1,95;39;3,04
SO54044;222;1;34,99;16,1;46;18,89
SO54045;537;3;35;7,7;22;27,3
SO54045;528;2;4,99;0,35;7;4,64
SO54045;222;3;34,99;6,3;18;28,69
SO54046;477;1;4,99;1,4;28;3,59
SO54046;231;2;49,99;6;12;43,99
SO54047;477;2;4,99;0,25;5;4,74
SO54047;478;1;9,99;4;40;5,99
SO54047;225;3;8,99;3,51;39;5,48
SO54048;380;1;2443,35;366,5;15;2076,85
SO54048;529;1;3,99;1,16;29;2,83
SO54048;540;2;32,6;6,19;19;26,41
SO54048;214;2;34,99;3,5;10;31,49
SO54048;231;3;49,99;22;44;27,99
SO54049;357;1;2319,99;1044;45;1275,99
SO54049;487;2;54,99;7,15;13;47,84
SO54050;488;3;53,99;25,92;48;28,07
SO54051;489;2;53,99;11,88;22;42,11
SO54051;463;1;24,49;1,22;5;23,27
SO54052;538;3;21,49;1,07;5;20,42
SO54052;480;3;2,29;0,3;13;1,99
SO54052;486;2;159;9,54;6;149,46
SO54053;529;2;3,99;0,28;7;3,71
SO54053;540;2;32,6;12,39;38;20,21
SO54053;222;2;34,99;2,45;7;32,54
SO54054;536;3;29,99;10,8;36;19,19
SO54054;480;3;2,29;1,03;45;1,26
SO54055;536;1;29,99;12,6;42;17,39
SO54055;528;1;4,99;2,25;45;2,74
SO54055;485;2;21,98;8,57;39;13,41
SO54055;478;1;9,99;0,2;2;9,79
SO54055;477;2;4,99;0,15;3;4,84
SO54055;234;2;49,99;8,5;17;41,49
SO54056;225;2;8,99;2,97;33;6,02
SO54056;476;1;69,99;33,6;48;36,39
SO54057;475;3;69,99;28;40;41,99
SO54057;231;1;49,99;17;34;32,99
SO54058;477;2;4,99;2,3;46;2,69
SO54059;477;2;4,99;0,15;3;4,84
SO54060;475;1;69,99;8,4;12;61,59
SO54061;476;2;69,99;28,7;41;41,29
SO54061;491;2;53,99;25,92;48;28,07
SO54062;477;3;4,99;1;20;3,99
SO54062;217;1;34,99;17,15;49;17,84
SO54063;477;3;4,99;0,15;3;4,84
SO54064;528;1;4,99;0,65;13;4,34
SO54064;480;1;2,29;0,57;25;1,72
SO54065;528;1;4,99;0,95;19;4,04
SO54065;487;2;54,99;3,3;6;51,69
SO54065;484;2;7,95;3,58;45;4,37
SO54066;528;1;4,99;0,65;13;4,34
SO54066;222;2;34,99;8,75;25;26,24
SO54067;485;3;21,98;2,86;13;19,12
SO54067;478;2;9,99;2,9;29;7,09
SO54067;477;3;4,99;0,65;13;4,34
SO54067;490;1;53,99;11,88;22;42,11
SO54067;225;2;8,99;4,14;46;4,85
SO54068;485;2;21,98;8,79;40;13,19
SO54068;478;2;9,99;3,4;34;6,59
SO54068;477;1;4,99;0,9;18;4,09
SO54069;476;2;69,99;30,1;43;39,89
SO54069;465;3;24,49;3,43;14;21,06
SO54070;475;2;69,99;0,7;1;69,29
SO54070;465;1;24,49;7,1;29;17,39
SO54071;475;3;69,99;4,9;7;65,09
SO54071;225;3;8,99;3,33;37;5,66
SO54072;478;2;9,99;3,3;33;6,69
SO54072;477;2;4,99;0,35;7;4,64
SO54073;477;1;4,99;0,6;12;4,39
SO54073;467;2;24,49;8,82;36;15,67
SO54074;541;2;28,99;2,32;8;26,67
SO54074;480;2;2,29;0,64;28;1,65
SO54075;529;3;3,99;1,92;48;2,07
SO54075;480;1;2,29;0,6;26;1,69
SO54076;541;1;28,99;2,61;9;26,38
SO54076;530;2;4,99;2,3;46;2,69
SO54076;217;3;34,99;11,55;33;23,44
SO54077;541;1;28,99;7,54;26;21,45
SO54077;530;1;4,99;1,75;35;3,24
SO54078;537;1;35;10,5;30;24,5
SO54079;528;2;4,99;1,15;23;3,84
SO54079;537;2;35;3,85;11;31,15
SO54079;480;3;2,29;0,89;39;1,4
SO54080;537;2;35;13,3;38;21,7
SO54080;528;1;4,99;0,7;14;4,29
SO54080;480;2;2,29;0,07;3;2,22
SO54081;485;3;21,98;5,06;23;16,92
SO54082;528;3;4,99;0,8;16;4,19
SO54082;537;3;35;16,8;48;18,2
SO54083;485;3;21,98;6,59;30;15,39
SO54084;225;1;8,99;3,96;44;5,03
SO54085;595;2;564,99;214,7;38;350,29
SO54086;599;3;539,99;259,2;48;280,79
SO54087;591;1;564,99;152,55;27;412,44
SO54087;477;2;4,99;1,95;39;3,04
SO54087;478;2;9,99;2,2;22;7,79
SO54087;483;2;120;50,4;42;69,6
SO54088;595;3;564,99;158,2;28;406,79
SO54088;478;3;9,99;5;50;4,99
SO54088;477;2;4,99;0,3;6;4,69
SO54089;588;1;769,49;223,15;29;546,34
SO54089;484;2;7,95;3,9;49;4,05
SO54090;357;2;2319,99;742,4;32;1577,59
SO54090;478;1;9,99;4;40;5,99
SO54091;361;2;2294,99;1055,7;46;1239,29
SO54091;537;1;35;7,35;21;27,65
SO54092;353;2;2319,99;626,4;27;1693,59
SO54092;477;2;4,99;0,4;8;4,59
SO51897;478;2;9,99;2,8;28;7,19
SO51897;484;2;7,95;1,03;13;6,92
SO51898;478;2;9,99;1,5;15;8,49
SO51898;477;1;4,99;2,05;41;2,94
SO51898;488;1;53,99;11,88;22;42,11
SO51899;477;2;4,99;1,85;37;3,14
SO51899;214;2;34,99;4,55;13;30,44
SO51899;234;2;49,99;1,5;3;48,49
SO51900;528;2;4,99;0,85;17;4,14
SO51900;485;2;21,98;8,57;39;13,41
SO51900;228;2;49,99;17,5;35;32,49
SO51900;225;2;8,99;1,8;20;7,19
SO51901;537;3;35;6,3;18;28,7
SO51901;528;3;4,99;2,3;46;2,69
SO51901;222;2;34,99;1,4;4;33,59
SO51902;476;2;69,99;3,5;5;66,49
SO51902;463;2;24,49;8,08;33;16,41
SO51902;231;3;49,99;12;24;37,99
SO51903;539;2;24,99;6,5;26;18,49
SO51903;480;3;2,29;0,39;17;1,9
SO51903;486;1;159;12,72;8;146,28
SO51904;529;2;3,99;0,16;4;3,83
SO51904;540;3;32,6;10,11;31;22,49
SO51904;217;3;34,99;2,8;8;32,19
SO51905;529;1;3,99;1,36;34;2,63
SO51905;217;1;34,99;1,75;5;33,24
SO51906;541;1;28,99;12,76;44;16,23
SO51907;530;2;4,99;0,8;16;4,19
SO51907;463;3;24,49;8,33;34;16,16
SO51908;538;1;21,49;9,24;43;12,25
SO51908;529;2;3,99;1,52;38;2,47
SO51909;530;3;4,99;1,25;25;3,74
SO51909;234;1;49,99;10;20;39,99
SO51910;537;1;35;12,95;37;22,05
SO51910;480;2;2,29;0,37;16;1,92
SO51911;537;2;35;9,45;27;25,55
SO51911;528;2;4,99;0,75;15;4,24
SO51911;480;3;2,29;0,46;20;1,83
SO51912;537;2;35;6,65;19;28,35
SO51913;485;2;21,98;1,76;8;20,22
SO51913;477;1;4,99;0,4;8;4,59
SO51913;478;1;9,99;2,8;28;7,19
SO51913;487;3;54,99;3,3;6;51,69
SO51914;374;2;2443,35;366,5;15;2076,85
SO51914;484;2;7,95;3,82;48;4,13
SO51915;380;2;2443,35;757,44;31;1685,91
SO51915;529;2;3,99;1,6;40;2,39
SO51915;540;3;32,6;1,63;5;30,97
SO51916;359;2;2294,99;1032,75;45;1262,24
SO51917;573;3;2384,07;739,06;31;1645,01
SO51917;479;3;8,99;0,9;10;8,09
SO51918;606;2;539,99;189;35;350,99
SO51918;479;3;8,99;0,27;3;8,72
SO51918;477;2;4,99;1,35;27;3,64
SO51918;487;1;54,99;1,65;3;53,34
SO51919;606;2;539,99;248,4;46;291,59
SO51919;538;3;21,49;1,93;9;19,56
SO51919;529;2;3,99;0,6;15;3,39
SO51919;217;3;34,99;4,9;14;30,09
SO51920;386;3;1120,49;235,3;21;885,19
SO51920;539;2;24,99;6,75;27;18,24
SO51921;577;2;1214,85;12,15;1;1202,7
SO51921;214;1;34,99;3,15;9;31,84
SO51922;382;2;1120,49;549,04;49;571,45
SO51922;471;1;63,5;20,96;33;42,54
SO51922;222;1;34,99;4,2;12;30,79
SO51923;355;2;2319,99;232;10;2087,99
SO51923;485;3;21,98;10,77;49;11,21
SO51923;222;1;34,99;8,4;24;26,59
SO51924;484;1;7,95;0,8;10;7,15
SO51925;479;1;8,99;3,6;40;5,39
SO51925;477;1;4,99;0,35;7;4,64
SO51926;539;1;24,99;9,25;37;15,74
SO51926;529;3;3,99;0,24;6;3,75
SO51926;214;1;34,99;10,15;29;24,84
SO51927;528;2;4,99;2,15;43;2,84
SO51927;485;2;21,98;1,76;8;20,22
SO51927;222;2;34,99;0,7;2;34,29
SO51927;465;2;24,49;3,92;16;20,57
SO51928;478;2;9,99;0,8;8;9,19
SO51928;477;2;4,99;1,2;24;3,79
SO51929;489;3;53,99;21,6;40;32,39
SO51930;214;1;34,99;4,9;14;30,09
SO51931;484;3;7,95;3,98;50;3,97
SO51932;225;2;8,99;2,25;25;6,74
SO51933;529;2;3,99;1,96;49;2,03
SO51933;539;1;24,99;12,25;49;12,74
SO51933;480;2;2,29;0,55;24;1,74
SO51934;529;2;3,99;0,52;13;3,47
SO51934;538;1;21,49;1,93;9;19,56
SO51934;484;2;7,95;0,56;7;7,39
SO51935;541;3;28,99;8,99;31;20
SO51935;530;3;4,99;1,55;31;3,44
SO51936;540;1;32,6;15;46;17,6
SO51936;529;2;3,99;1,08;27;2,91
SO51936;214;1;34,99;15,4;44;19,59
SO51936;463;3;24,49;10,53;43;13,96
SO51937;535;3;24,99;4,75;19;20,24
SO51937;528;1;4,99;0,3;6;4,69
SO51937;214;1;34,99;13,65;39;21,34
SO51937;465;1;24,49;4,65;19;19,84
SO51938;540;1;32,6;2,28;7;30,32
SO51939;536;2;29,99;0,6;2;29,39
SO51939;528;2;4,99;1,75;35;3,24
SO51939;484;2;7,95;2,86;36;5,09
SO51940;478;1;9,99;0,6;6;9,39
SO51940;477;2;4,99;1,4;28;3,59
SO51940;217;3;34,99;8,75;25;26,24
SO51941;478;1;9,99;0,2;2;9,79
SO51941;477;2;4,99;1,85;37;3,14
SO51941;225;3;8,99;0,18;2;8,81
SO51942;478;3;9,99;3;30;6,99
SO51942;487;2;54,99;12,65;23;42,34
SO51943;478;2;9,99;0,8;8;9,19
SO51943;487;1;54,99;18,15;33;36,84
SO51943;463;1;24,49;6,12;25;18,37
SO51944;473;2;63,5;6,35;10;57,15
SO51944;477;2;4,99;0,8;16;4,19
SO51945;476;1;69,99;7;10;62,99
SO51945;481;2;8,99;0,9;10;8,09
SO51946;477;2;4,99;1,1;22;3,89
SO51946;483;1;120;55,2;46;64,8
SO51947;477;1;4,99;2,25;45;2,74
SO51947;217;2;34,99;1,05;3;33,94
SO51947;463;3;24,49;8,82;36;15,67
SO51948;528;1;4,99;2,15;43;2,84
SO51948;480;1;2,29;0,02;1;2,27
SO51949;535;2;24,99;7;28;17,99
SO51949;528;3;4,99;1,1;22;3,89
SO51949;214;2;34,99;10,85;31;24,14
SO51950;536;2;29,99;8,7;29;21,29
SO51950;528;1;4,99;0,05;1;4,94
SO51950;485;3;21,98;5,28;24;16,7
SO51951;529;2;3,99;1,12;28;2,87
SO51951;538;2;21,49;1,07;5;20,42
SO51951;484;2;7,95;1,75;22;6,2
SO51952;477;2;4,99;1,9;38;3,09
SO51952;217;2;34,99;15,05;43;19,94
SO51953;529;3;3,99;0,52;13;3,47
SO51953;538;2;21,49;2,15;10;19,34
SO51953;217;1;34,99;8,05;23;26,94
SO51954;477;3;4,99;0,5;10;4,49
SO51954;472;2;63,5;19,69;31;43,81
SO51955;530;1;4,99;1,1;22;3,89
SO51955;541;2;28,99;8,12;28;20,87
SO51955;214;3;34,99;14;40;20,99
SO51956;538;3;21,49;5,37;25;16,12
SO51956;480;1;2,29;0,3;13;1,99
SO51957;537;3;35;7,7;22;27,3
SO51957;528;2;4,99;2;40;2,99
SO51957;214;3;34,99;1,05;3;33,94
SO51958;374;2;2443,35;366,5;15;2076,85
SO51958;484;2;7,95;2,94;37;5,01
SO51959;359;2;2294,99;45,9;2;2249,09
SO51959;485;2;21,98;0,44;2;21,54
SO51959;480;2;2,29;1,12;49;1,17
SO51960;225;3;8,99;1,26;14;7,73
SO51960;577;3;1214,85;206,52;17;1008,33
SO51961;605;1;539,99;64,8;12;475,19
SO51962;570;2;742,35;193,01;26;549,34
SO51962;225;1;8,99;1,53;17;7,46
SO51963;562;2;2384,07;596,02;25;1788,05
SO51963;479;2;8,99;3,87;43;5,12
SO51963;477;2;4,99;0,85;17;4,14
SO51963;217;1;34,99;2,1;6;32,89
SO51964;374;2;2443,35;1075,07;44;1368,28
SO51964;479;2;8,99;0,63;7;8,36
SO51964;477;2;4,99;1,6;32;3,39
SO51964;487;1;54,99;19,8;36;35,19
SO51965;376;1;2443,35;1123,94;46;1319,41
SO51965;529;2;3,99;1,6;40;2,39
SO51965;540;2;32,6;8,15;25;24,45
SO51966;355;3;2319,99;835,2;36;1484,79
SO51966;485;1;21,98;10,33;47;11,65
SO51966;477;2;4,99;1,55;31;3,44
SO51966;478;3;9,99;4,6;46;5,39
SO51966;225;3;8,99;3,69;41;5,3
SO51966;222;2;34,99;9,45;27;25,54
SO51967;357;3;2319,99;208,8;9;2111,19
SO51967;477;2;4,99;1,65;33;3,34
SO51967;478;3;9,99;2;20;7,99
SO51967;491;3;53,99;15,12;28;38,87
SO51967;463;1;24,49;2,94;12;21,55
SO51968;483;2;120;3,6;3;116,4
SO51969;535;3;24,99;0,25;1;24,74
SO51969;480;2;2,29;0,94;41;1,35
SO51970;539;1;24,99;10,5;42;14,49
SO51970;529;3;3,99;1,68;42;2,31
SO51970;225;1;8,99;2,25;25;6,74
SO51970;486;2;159;23,85;15;135,15
SO51971;536;2;29,99;6,9;23;23,09
