ORDERKEY;ORDERDATE;DELIVERYDATE;CUSTOMERKEY;CHANNELKEY;PAYMENTMETHODKEY;DELIVERYMETHODKEY;COUNTRYKEY;DELIVERYCOST;ORDERSTATUSKEY
SO59524;07-12-2019;14-12-2019;18837;1;1;2;4;1,74;4
SO59525;07-12-2019;14-12-2019;23892;1;1;1;7;0;4
SO59526;07-12-2019;14-12-2019;23803;2;4;4;6;1,84;4
SO59527;07-12-2019;14-12-2019;16385;1;2;3;4;8,71;4
SO59528;07-12-2019;14-12-2019;13659;2;1;1;1;6,99;4
SO59529;07-12-2019;14-12-2019;18129;1;4;1;2;4,08;4
SO59530;07-12-2019;14-12-2019;13791;2;2;4;7;8,63;4
SO59531;07-12-2019;14-12-2019;12821;1;2;1;9;4,48;4
SO59532;07-12-2019;14-12-2019;26821;2;2;4;6;5,79;4
SO59533;07-12-2019;14-12-2019;21132;1;1;3;7;0;4
SO59534;07-12-2019;14-12-2019;23441;2;3;1;9;3,49;4
SO59535;07-12-2019;14-12-2019;17226;2;4;1;9;0;4
SO59536;07-12-2019;14-12-2019;11165;1;1;1;4;2,58;4
SO59537;07-12-2019;14-12-2019;12115;1;3;2;1;8,69;4
SO59538;07-12-2019;14-12-2019;13169;1;3;2;1;4,05;4
SO59539;07-12-2019;14-12-2019;13347;2;2;2;4;2,83;4
SO59540;07-12-2019;14-12-2019;20465;2;4;3;4;3,29;4
SO59541;07-12-2019;14-12-2019;17159;1;1;4;1;2,28;4
SO59542;07-12-2019;14-12-2019;14418;1;3;3;1;8,16;4
SO59543;07-12-2019;14-12-2019;12766;1;3;1;1;8,36;4
SO59544;07-12-2019;14-12-2019;18924;1;1;3;4;0;4
SO59545;07-12-2019;14-12-2019;15902;2;2;2;1;7,48;4
SO59546;07-12-2019;14-12-2019;15903;1;4;3;4;9,88;4
SO59547;07-12-2019;14-12-2019;15176;1;2;4;10;9,72;4
SO59548;07-12-2019;14-12-2019;13653;2;4;4;1;8,5;4
SO59549;07-12-2019;14-12-2019;14941;1;4;3;7;9,13;4
SO59550;07-12-2019;14-12-2019;23343;1;1;3;10;1,21;4
SO59551;07-12-2019;14-12-2019;23344;2;1;2;10;6,63;4
SO59552;07-12-2019;14-12-2019;19653;2;4;1;7;4,19;4
SO59553;07-12-2019;14-12-2019;20226;2;2;3;9;9;4
SO59554;07-12-2019;14-12-2019;17310;2;1;2;9;9,26;4
SO59555;07-12-2019;14-12-2019;20213;2;4;3;2;8,12;4
SO59556;07-12-2019;14-12-2019;25111;2;4;3;8;7,85;4
SO59557;07-12-2019;14-12-2019;22406;1;4;1;7;3,56;4
SO59558;07-12-2019;14-12-2019;22409;2;3;2;7;1,31;4
SO59559;07-12-2019;14-12-2019;28317;2;4;2;8;3,06;4
SO59560;07-12-2019;14-12-2019;22571;2;2;3;9;0;4
SO59561;07-12-2019;14-12-2019;11105;1;2;4;6;0;4
SO59562;07-12-2019;14-12-2019;25901;2;3;4;4;8,99;4
SO59563;07-12-2019;14-12-2019;25903;2;4;2;1;8;4
SO59564;07-12-2019;14-12-2019;25868;2;2;3;4;1,82;4
SO59565;07-12-2019;14-12-2019;25406;2;4;4;4;0;4
SO59566;07-12-2019;14-12-2019;25423;1;4;2;4;9,98;4
SO59567;07-12-2019;14-12-2019;17670;1;4;3;4;4,78;4
SO59568;07-12-2019;14-12-2019;22290;1;3;4;1;4,71;4
SO59569;07-12-2019;14-12-2019;23144;2;2;1;1;3,87;4
SO59570;07-12-2019;14-12-2019;19118;1;2;2;10;2,47;4
SO59571;07-12-2019;14-12-2019;17389;2;4;1;1;7,24;4
SO59572;07-12-2019;14-12-2019;23988;1;1;4;6;3,89;5
SO59573;07-12-2019;14-12-2019;22438;1;3;2;6;2,5;4
SO59574;07-12-2019;14-12-2019;22392;1;1;4;8;0;4
SO59575;07-12-2019;14-12-2019;26870;1;1;1;2;2,85;4
SO59576;07-12-2019;14-12-2019;13577;2;2;4;9;0;4
SO59577;07-12-2019;14-12-2019;13038;1;1;2;6;1,86;4
SO59578;07-12-2019;14-12-2019;11451;2;1;2;9;7,24;4
SO59579;08-12-2019;15-12-2019;14200;2;2;2;10;9,4;4
SO59580;08-12-2019;15-12-2019;12382;2;2;2;9;2,79;4
SO59581;08-12-2019;15-12-2019;11864;2;4;1;1;1,93;4
SO59582;08-12-2019;15-12-2019;17243;2;2;2;8;5,7;4
SO59583;08-12-2019;15-12-2019;24584;2;1;3;2;8,8;4
SO59584;08-12-2019;15-12-2019;21896;1;3;2;10;2,64;4
SO59174;02-12-2019;09-12-2019;16536;1;1;1;3;8,59;4
SO59586;08-12-2019;15-12-2019;25238;1;1;1;3;8,64;4
SO59587;08-12-2019;15-12-2019;12679;2;1;3;8;6,72;4
SO59588;08-12-2019;15-12-2019;17235;2;3;3;9;2,81;4
SO59589;08-12-2019;15-12-2019;17777;2;4;4;8;4,48;4
SO59590;08-12-2019;15-12-2019;19172;2;3;4;7;2,99;4
SO59591;08-12-2019;15-12-2019;24651;1;1;3;1;0;4
SO59592;08-12-2019;15-12-2019;23200;2;2;1;1;4,77;4
SO59593;08-12-2019;15-12-2019;19223;1;1;3;8;6,06;4
SO59594;08-12-2019;15-12-2019;23891;2;2;3;1;4,23;4
SO59595;08-12-2019;15-12-2019;22158;1;2;4;1;3,88;4
SO59596;08-12-2019;15-12-2019;19776;2;2;3;4;6,54;4
SO59597;08-12-2019;15-12-2019;18823;2;2;4;4;4,14;4
SO59598;08-12-2019;15-12-2019;27384;2;1;3;9;5,95;4
SO59599;08-12-2019;15-12-2019;18975;1;1;1;4;6,93;4
SO59600;08-12-2019;15-12-2019;23196;2;2;4;3;5,31;4
SO59601;08-12-2019;15-12-2019;21263;2;2;4;8;9;4
SO59602;08-12-2019;15-12-2019;25331;2;2;1;7;6,63;4
SO59603;08-12-2019;15-12-2019;15912;2;3;3;4;6,28;4
SO59604;08-12-2019;15-12-2019;18181;2;3;1;2;5,33;4
SO59605;08-12-2019;15-12-2019;21515;2;4;3;10;1,65;4
SO59606;08-12-2019;15-12-2019;25699;2;3;4;3;6,48;4
SO59607;08-12-2019;15-12-2019;25300;2;2;3;9;3,89;4
SO59608;08-12-2019;15-12-2019;22421;2;4;3;9;8,95;4
SO59609;08-12-2019;15-12-2019;22629;1;1;3;10;9,55;4
SO59610;08-12-2019;15-12-2019;25695;1;4;4;6;9,63;4
SO59611;08-12-2019;15-12-2019;11711;1;3;4;6;2,53;4
SO59612;08-12-2019;15-12-2019;11935;1;2;3;1;3,63;4
SO59613;08-12-2019;15-12-2019;13147;2;4;3;4;6,98;4
SO59614;08-12-2019;15-12-2019;15879;2;4;2;9;4,45;4
SO59615;08-12-2019;15-12-2019;14332;1;2;3;8;7,23;4
SO59616;08-12-2019;15-12-2019;13171;2;2;1;4;5,28;4
SO59617;08-12-2019;15-12-2019;12365;2;3;3;1;3,2;4
SO59618;08-12-2019;15-12-2019;18390;2;4;4;2;6,39;4
SO59619;08-12-2019;15-12-2019;13337;2;3;4;1;2,2;4
SO59620;08-12-2019;15-12-2019;12101;1;4;2;4;1,85;4
SO59621;08-12-2019;15-12-2019;15413;2;3;1;2;4,2;4
SO59622;08-12-2019;15-12-2019;11873;2;4;3;4;3,31;4
SO59623;08-12-2019;15-12-2019;13896;1;4;4;1;3,22;4
SO59624;08-12-2019;15-12-2019;13657;2;1;2;1;3,82;4
SO59625;08-12-2019;15-12-2019;14356;2;3;3;4;7,86;4
SO59626;08-12-2019;15-12-2019;14377;1;3;1;1;2,33;4
SO59627;08-12-2019;15-12-2019;14950;1;4;1;8;6,07;4
SO59628;08-12-2019;15-12-2019;12463;2;1;1;8;7,43;4
SO59629;08-12-2019;15-12-2019;14316;1;1;2;2;3,19;4
SO59630;08-12-2019;15-12-2019;23410;2;4;2;9;4,2;4
SO59631;08-12-2019;15-12-2019;20220;2;3;1;7;2,02;4
SO59632;08-12-2019;15-12-2019;25036;2;2;4;6;5,79;4
SO59633;08-12-2019;15-12-2019;17478;1;1;1;3;6,42;4
SO59634;08-12-2019;15-12-2019;22408;1;2;3;9;9,41;4
SO59635;08-12-2019;15-12-2019;27356;2;2;1;6;9,9;4
SO59636;08-12-2019;15-12-2019;11103;2;3;4;9;4,47;4
SO59637;08-12-2019;15-12-2019;24753;2;1;4;4;7,19;4
SO59638;08-12-2019;15-12-2019;24444;2;1;1;4;3,09;4
SO59639;08-12-2019;15-12-2019;25414;1;3;2;4;4,34;4
SO59640;08-12-2019;15-12-2019;23139;1;4;2;4;2,7;4
SO59641;08-12-2019;15-12-2019;22293;1;3;3;4;1,33;4
SO59642;08-12-2019;15-12-2019;22257;1;2;3;4;7,23;4
SO59643;08-12-2019;15-12-2019;17361;1;3;3;1;6,09;4
SO59644;08-12-2019;15-12-2019;26938;2;1;1;7;1,61;4
SO59645;08-12-2019;15-12-2019;11242;2;4;1;7;0;4
SO59646;08-12-2019;15-12-2019;13583;2;2;3;8;5,84;4
SO59647;08-12-2019;15-12-2019;14215;2;1;3;2;9,43;4
SO59648;09-12-2019;16-12-2019;11601;2;4;1;9;9,38;4
SO59649;09-12-2019;16-12-2019;12631;1;2;3;6;1,27;4
SO59650;09-12-2019;16-12-2019;12655;2;1;2;8;0;4
SO59651;09-12-2019;16-12-2019;13584;2;3;1;7;9,49;4
SO59652;09-12-2019;16-12-2019;13641;2;3;3;10;3,37;4
SO59653;09-12-2019;16-12-2019;13034;2;4;2;7;5,51;4
SO59654;09-12-2019;16-12-2019;15148;1;4;3;6;6,97;4
SO59655;09-12-2019;16-12-2019;14675;1;4;4;10;6,44;4
SO59656;09-12-2019;16-12-2019;23641;1;3;3;7;1,71;4
SO59657;09-12-2019;16-12-2019;16343;2;3;4;6;5,33;4
SO59658;09-12-2019;16-12-2019;17331;1;1;4;7;7,14;4
SO59659;09-12-2019;16-12-2019;20222;2;2;2;10;8,64;4
SO59660;09-12-2019;16-12-2019;14198;1;4;2;10;8,83;4
SO59661;09-12-2019;16-12-2019;28858;1;2;4;4;4,03;4
SO59662;09-12-2019;16-12-2019;26458;2;2;3;4;1,01;4
SO59663;09-12-2019;16-12-2019;26007;1;2;2;4;3,99;4
SO59664;09-12-2019;16-12-2019;25428;1;3;2;1;4,71;4
SO59665;09-12-2019;16-12-2019;26594;2;2;1;4;4,49;4
SO59666;09-12-2019;16-12-2019;25837;1;2;4;4;4,21;4
SO59667;09-12-2019;16-12-2019;11748;2;2;4;6;6,29;4
SO59668;09-12-2019;16-12-2019;14332;2;2;4;7;6,37;4
SO59669;09-12-2019;16-12-2019;20359;1;3;3;4;2,34;4
SO59670;09-12-2019;16-12-2019;28332;1;3;1;7;5,01;4
SO59671;09-12-2019;16-12-2019;18912;1;2;1;1;5,64;4
SO59672;09-12-2019;16-12-2019;18683;1;2;2;4;9,08;4
SO59673;09-12-2019;16-12-2019;20088;2;3;2;1;8,03;4
SO59674;09-12-2019;16-12-2019;16246;1;1;1;1;0;4
SO59675;09-12-2019;16-12-2019;14987;1;4;4;8;5,57;4
SO59676;09-12-2019;16-12-2019;24846;1;1;2;6;2,41;4
SO59677;09-12-2019;16-12-2019;22827;1;2;4;8;6,37;4
SO59678;09-12-2019;16-12-2019;26850;2;4;1;10;1,52;4
SO59679;09-12-2019;16-12-2019;22821;2;3;2;6;9,11;4
SO59680;09-12-2019;16-12-2019;13505;2;4;4;10;7,6;4
SO59681;09-12-2019;16-12-2019;11566;2;3;1;2;8,61;4
SO59682;09-12-2019;16-12-2019;11820;2;2;3;6;6,96;4
SO59683;09-12-2019;16-12-2019;13509;1;4;2;6;9,31;4
SO59684;09-12-2019;16-12-2019;13410;2;3;2;10;6,4;4
SO59685;09-12-2019;16-12-2019;13065;1;2;1;9;8,71;4
SO59686;09-12-2019;16-12-2019;13704;1;4;3;1;6,49;4
SO59687;09-12-2019;16-12-2019;14520;2;4;3;1;9,09;4
SO59688;09-12-2019;16-12-2019;13866;1;1;2;4;9,67;4
SO59689;09-12-2019;16-12-2019;13450;1;2;2;1;5,9;4
SO59690;09-12-2019;16-12-2019;20215;1;3;4;9;9,74;4
SO59691;09-12-2019;16-12-2019;17309;2;2;1;9;6,41;4
SO59692;09-12-2019;16-12-2019;19966;1;1;4;9;9,37;4
SO59693;09-12-2019;16-12-2019;27370;2;1;2;10;7,37;4
SO59694;09-12-2019;16-12-2019;22407;2;4;1;2;0;4
SO59695;09-12-2019;16-12-2019;11055;1;4;3;10;8,62;4
SO59696;09-12-2019;16-12-2019;27865;2;2;3;7;6,78;4
SO59697;09-12-2019;16-12-2019;29111;2;3;4;4;6,19;4
SO59698;09-12-2019;16-12-2019;25765;2;3;2;1;1,42;4
SO59699;09-12-2019;16-12-2019;22270;2;3;4;4;3,28;4
SO59700;09-12-2019;16-12-2019;25991;2;1;1;9;0;4
SO59701;09-12-2019;16-12-2019;20320;2;3;3;4;7,01;4
SO59702;09-12-2019;16-12-2019;15924;1;4;3;9;5;4
SO59703;09-12-2019;16-12-2019;22650;1;1;2;8;5,81;4
SO59704;09-12-2019;16-12-2019;22609;1;2;3;7;5,47;4
SO59705;09-12-2019;16-12-2019;12742;1;2;3;10;0;4
SO59706;09-12-2019;16-12-2019;16821;1;3;3;9;2,05;4
SO59707;09-12-2019;16-12-2019;13049;2;2;2;6;6,66;4
SO59708;09-12-2019;16-12-2019;29063;1;3;4;6;7,67;4
SO59709;10-12-2019;17-12-2019;14203;2;3;2;9;3,2;4
SO59710;10-12-2019;17-12-2019;16487;2;2;3;3;2,08;4
SO59711;10-12-2019;17-12-2019;25210;2;1;4;9;1,14;4
SO59712;10-12-2019;17-12-2019;28947;1;2;4;8;8,75;4
SO59713;10-12-2019;17-12-2019;29120;2;4;4;9;9,93;4
SO59714;10-12-2019;17-12-2019;14212;2;3;1;10;3,44;4
SO59715;10-12-2019;17-12-2019;13590;1;2;3;7;8,34;4
SO59716;10-12-2019;17-12-2019;11233;2;1;3;4;0;4
SO59717;10-12-2019;17-12-2019;29074;2;1;1;1;6,21;4
SO59718;10-12-2019;17-12-2019;11711;2;2;2;6;4,1;4
SO59719;10-12-2019;17-12-2019;11841;1;3;3;9;8,82;4
SO59720;10-12-2019;17-12-2019;23672;2;4;3;1;5,63;4
SO59721;10-12-2019;17-12-2019;23071;2;4;2;4;0;4
SO59311;04-12-2019;11-12-2019;19519;2;3;4;9;4,56;4
SO60680;24-12-2019;31-12-2019;13978;2;4;1;1;6,77;4
SO60681;24-12-2019;31-12-2019;13999;2;3;2;4;2,12;4
SO60682;24-12-2019;31-12-2019;11777;1;1;3;4;5,24;4
SO60683;24-12-2019;31-12-2019;19951;2;3;3;10;3,09;4
SO60684;24-12-2019;31-12-2019;23408;2;3;1;10;4,42;4
SO60685;24-12-2019;31-12-2019;20227;2;4;4;8;9,26;4
SO60686;24-12-2019;31-12-2019;19979;2;4;4;9;4,53;4
SO60687;24-12-2019;31-12-2019;25037;2;1;3;3;4,31;4
SO60688;24-12-2019;31-12-2019;29011;2;2;3;4;7,93;4
SO60689;24-12-2019;31-12-2019;26546;1;4;3;4;6,52;4
SO60690;24-12-2019;31-12-2019;25412;2;3;4;1;0;4
SO60691;24-12-2019;31-12-2019;25401;1;3;1;4;5,23;4
SO60692;24-12-2019;31-12-2019;17669;2;2;3;1;1,47;4
SO60693;24-12-2019;31-12-2019;22294;1;1;1;4;6,48;4
SO60694;24-12-2019;31-12-2019;19113;2;4;3;3;2,46;4
SO60695;24-12-2019;31-12-2019;17464;2;1;3;1;0;4
SO60696;24-12-2019;31-12-2019;20673;2;4;1;4;5,99;4
SO60697;25-12-2019;01-01-2020;17065;1;3;4;6;4,64;4
SO60698;25-12-2019;01-01-2020;13592;1;3;4;10;9,25;4
SO60699;25-12-2019;01-01-2020;11142;2;4;3;8;5,13;4
SO60700;25-12-2019;01-01-2020;11814;2;3;2;1;9,5;4
SO60701;25-12-2019;01-01-2020;12351;1;4;1;2;5,63;4
SO60702;25-12-2019;01-01-2020;17094;2;1;3;7;5,69;4
SO60703;25-12-2019;01-01-2020;15661;1;2;2;6;0;4
SO60704;25-12-2019;01-01-2020;11192;1;1;2;1;8,25;4
SO60705;25-12-2019;01-01-2020;11260;1;2;1;4;0;4
SO60706;25-12-2019;01-01-2020;26346;2;3;3;4;2,13;4
SO60707;25-12-2019;01-01-2020;27030;2;2;3;1;4,4;4
SO60708;25-12-2019;01-01-2020;26702;1;3;1;1;5,44;4
SO60709;25-12-2019;01-01-2020;23483;2;3;3;4;3,86;4
SO60710;25-12-2019;01-01-2020;25843;2;2;1;1;5,02;4
SO60711;25-12-2019;01-01-2020;22361;1;2;2;4;3,77;4
SO60712;25-12-2019;01-01-2020;16964;1;3;3;2;0;4
SO60713;25-12-2019;01-01-2020;19805;1;2;4;4;4,94;4
SO60714;25-12-2019;01-01-2020;20464;1;4;3;1;0;4
SO60715;25-12-2019;01-01-2020;12147;2;3;3;8;3,36;4
SO60716;25-12-2019;01-01-2020;15505;1;3;1;1;7,24;4
SO60717;25-12-2019;01-01-2020;16242;1;1;4;4;6,69;4
SO60718;25-12-2019;01-01-2020;15681;1;4;2;6;1,97;4
SO60719;25-12-2019;01-01-2020;28545;1;1;1;7;2,31;4
SO60720;25-12-2019;01-01-2020;26367;1;2;4;8;9,97;4
SO60721;25-12-2019;01-01-2020;21058;1;3;3;8;8,1;4
SO60722;25-12-2019;01-01-2020;24556;2;4;1;9;1,89;4
SO60723;25-12-2019;01-01-2020;24543;2;3;2;7;9,25;4
SO60724;25-12-2019;01-01-2020;16591;2;3;4;6;5,01;4
SO60725;25-12-2019;01-01-2020;13566;2;4;3;9;6,13;4
SO60726;25-12-2019;01-01-2020;14574;2;2;4;7;4,14;4
SO60727;25-12-2019;01-01-2020;12797;2;2;1;4;7,67;4
SO60728;25-12-2019;01-01-2020;11407;2;1;3;9;4,27;5
SO60729;25-12-2019;01-01-2020;14495;2;1;3;4;7,83;4
SO60730;25-12-2019;01-01-2020;14565;2;3;1;4;2,4;4
SO60731;25-12-2019;01-01-2020;14386;2;4;1;4;2,44;4
SO60732;25-12-2019;01-01-2020;15893;1;4;4;1;0;4
SO60733;25-12-2019;01-01-2020;13977;1;2;3;1;6,69;4
SO60734;25-12-2019;01-01-2020;13658;2;2;1;1;5;4
SO60735;25-12-2019;01-01-2020;11779;2;3;1;1;5,37;4
SO60736;25-12-2019;01-01-2020;14290;2;2;2;1;1,83;4
SO60737;25-12-2019;01-01-2020;14929;2;4;4;10;3,57;4
SO60738;25-12-2019;01-01-2020;14947;1;2;3;9;2,41;4
SO60739;25-12-2019;01-01-2020;18626;2;2;1;9;0;4
SO60740;25-12-2019;01-01-2020;19311;1;3;3;9;0;4
SO60741;25-12-2019;01-01-2020;11134;1;2;1;9;7,23;4
SO60742;25-12-2019;01-01-2020;20238;2;3;1;6;3,08;4
SO60743;25-12-2019;01-01-2020;19959;2;1;3;9;6,01;4
SO60744;25-12-2019;01-01-2020;28324;2;1;3;9;0;4
SO60745;25-12-2019;01-01-2020;22411;1;4;3;10;1,03;4
SO60746;25-12-2019;01-01-2020;27354;2;2;4;8;9,9;4
SO60747;25-12-2019;01-01-2020;11108;2;2;2;10;2,84;4
SO60748;25-12-2019;01-01-2020;26581;1;1;4;1;8,78;4
SO60749;25-12-2019;01-01-2020;26600;2;2;3;4;8,26;4
SO60750;25-12-2019;01-01-2020;26608;1;4;3;4;0;4
SO60751;25-12-2019;01-01-2020;26513;1;4;1;1;5,93;4
SO60752;25-12-2019;01-01-2020;25623;1;3;3;1;5,3;4
SO60753;25-12-2019;01-01-2020;22295;1;4;4;4;5,42;4
SO60754;25-12-2019;01-01-2020;20194;1;3;4;4;2,55;4
SO60755;25-12-2019;01-01-2020;20197;1;4;2;1;0;4
SO60756;25-12-2019;01-01-2020;20291;2;3;1;4;5,77;4
SO60757;25-12-2019;01-01-2020;22644;1;1;4;6;7,62;4
SO60758;25-12-2019;01-01-2020;26866;2;1;4;2;4,92;4
SO60759;25-12-2019;01-01-2020;26890;1;1;1;10;9,42;4
SO60760;25-12-2019;01-01-2020;25734;1;4;1;7;3,49;4
SO60761;25-12-2019;01-01-2020;14218;1;1;1;9;2,25;4
SO60762;25-12-2019;01-01-2020;14012;1;2;2;7;4,3;4
SO60763;25-12-2019;01-01-2020;14287;1;1;3;9;5,34;4
SO60764;25-12-2019;01-01-2020;11080;2;2;3;9;5,6;4
SO60765;26-12-2019;02-01-2020;14713;1;4;2;9;3,65;4
SO60766;26-12-2019;02-01-2020;12473;1;1;4;10;4,43;4
SO60767;26-12-2019;02-01-2020;12332;1;3;4;10;2,2;4
SO60768;26-12-2019;02-01-2020;14860;1;2;3;2;0;4
SO60769;26-12-2019;02-01-2020;15235;2;4;2;9;4,7;4
SO60770;26-12-2019;02-01-2020;24267;2;2;4;8;6,26;4
SO60771;26-12-2019;02-01-2020;11366;2;4;2;9;2,81;4
SO60772;26-12-2019;02-01-2020;11121;2;1;2;7;8,52;4
SO60773;26-12-2019;02-01-2020;24852;2;4;4;9;0;4
SO60774;26-12-2019;02-01-2020;25307;1;3;2;9;4,86;4
SO60775;26-12-2019;02-01-2020;17795;2;2;4;2;8,27;4
SO60776;26-12-2019;02-01-2020;13836;1;2;4;10;1,66;4
SO60777;26-12-2019;02-01-2020;16562;2;1;4;9;7,3;4
SO60778;26-12-2019;02-01-2020;26804;2;1;3;4;8,26;4
SO60779;26-12-2019;02-01-2020;11203;1;1;3;6;2,19;4
SO60780;26-12-2019;02-01-2020;19801;1;1;3;8;6,87;4
SO60781;26-12-2019;02-01-2020;25069;1;4;1;1;8,5;4
SO60782;26-12-2019;02-01-2020;24262;2;1;1;4;1,18;4
SO60783;26-12-2019;02-01-2020;23065;1;4;2;1;2,34;4
SO60784;26-12-2019;02-01-2020;18506;2;4;4;7;9,34;4
SO60785;26-12-2019;02-01-2020;22192;1;1;3;1;6,51;4
SO60786;26-12-2019;02-01-2020;21413;2;4;1;1;9,39;4
SO60787;26-12-2019;02-01-2020;21317;1;4;2;4;3,17;4
SO60788;26-12-2019;02-01-2020;21451;2;3;2;4;3,79;4
SO60789;26-12-2019;02-01-2020;19669;2;4;4;1;4,17;4
SO60790;26-12-2019;02-01-2020;17426;2;4;2;4;4,79;4
SO60791;26-12-2019;02-01-2020;16875;2;3;4;4;1,21;4
SO60792;26-12-2019;02-01-2020;17177;2;4;4;4;8,97;4
SO60793;26-12-2019;02-01-2020;15895;1;4;2;4;8,41;4
SO60794;26-12-2019;02-01-2020;14444;2;4;4;4;8,71;4
SO60795;26-12-2019;02-01-2020;13749;1;4;2;4;0;4
SO60796;26-12-2019;02-01-2020;13761;1;3;2;1;4,03;4
SO60797;26-12-2019;02-01-2020;21074;1;2;2;2;6,52;4
SO60798;26-12-2019;02-01-2020;22310;2;1;1;3;7,58;4
SO60799;26-12-2019;02-01-2020;23601;1;4;4;6;4,66;4
SO60800;26-12-2019;02-01-2020;23613;1;4;4;9;3,43;4
SO60801;26-12-2019;02-01-2020;22507;2;2;3;7;5,81;4
SO60802;26-12-2019;02-01-2020;24547;2;1;4;8;0;4
SO60803;26-12-2019;02-01-2020;26419;2;1;3;10;4,78;4
SO60804;26-12-2019;02-01-2020;29424;1;4;3;10;8,89;4
SO60805;26-12-2019;02-01-2020;27941;1;4;3;2;0;4
SO60806;26-12-2019;02-01-2020;11514;2;2;3;1;8,33;4
SO60807;26-12-2019;02-01-2020;15402;2;4;2;8;7,57;4
SO60808;26-12-2019;02-01-2020;12537;2;1;1;2;6,48;4
SO60809;26-12-2019;02-01-2020;12377;2;3;3;6;5,87;4
SO60810;26-12-2019;02-01-2020;22996;2;4;4;9;5,23;4
SO60811;26-12-2019;02-01-2020;13489;2;1;2;1;1,68;4
SO60812;26-12-2019;02-01-2020;11810;2;4;4;1;9,51;4
SO60813;26-12-2019;02-01-2020;13472;2;4;3;4;3,83;4
SO60814;26-12-2019;02-01-2020;26961;2;3;1;6;3,82;4
SO60815;26-12-2019;02-01-2020;19605;2;3;1;7;7,29;4
SO59448;06-12-2019;13-12-2019;17027;1;1;4;9;5,27;4
SO59723;10-12-2019;17-12-2019;11502;2;1;2;10;5,67;4
SO59724;10-12-2019;17-12-2019;19757;2;2;3;2;9,67;4
SO59725;10-12-2019;17-12-2019;18314;1;1;2;9;6,41;4
SO59726;10-12-2019;17-12-2019;12972;1;3;4;7;0;4
SO59727;10-12-2019;17-12-2019;21765;1;4;4;1;8,01;4
SO59728;10-12-2019;17-12-2019;21701;2;3;3;1;8,37;4
SO59729;10-12-2019;17-12-2019;18689;1;2;4;1;0;4
SO59730;10-12-2019;17-12-2019;20124;1;2;2;4;4,53;4
SO59731;10-12-2019;17-12-2019;27111;2;3;2;9;0;4
SO59732;10-12-2019;17-12-2019;27419;2;3;2;9;3,16;4
SO59733;10-12-2019;17-12-2019;11861;1;1;1;2;6,83;4
SO59734;10-12-2019;17-12-2019;17376;1;3;4;1;4,93;4
SO59735;10-12-2019;17-12-2019;18178;2;4;4;9;1,38;4
SO59736;10-12-2019;17-12-2019;13750;1;4;4;1;0;4
SO59737;10-12-2019;17-12-2019;14839;2;3;3;9;5,07;4
SO59738;10-12-2019;17-12-2019;19191;1;3;3;2;3,09;4
SO59739;10-12-2019;17-12-2019;17089;2;3;3;3;3,6;4
SO59740;10-12-2019;17-12-2019;19425;1;4;3;7;2,73;4
SO59741;10-12-2019;17-12-2019;20583;2;1;4;7;2,97;4
SO59742;10-12-2019;17-12-2019;15108;2;2;4;10;4,44;4
SO59743;10-12-2019;17-12-2019;12306;2;2;2;10;2,3;4
SO59744;10-12-2019;17-12-2019;12775;1;1;2;4;0;4
SO59745;10-12-2019;17-12-2019;15310;2;2;2;2;8;4
SO59746;10-12-2019;17-12-2019;14406;1;1;4;4;1,65;4
SO59747;10-12-2019;17-12-2019;11513;2;2;4;2;1,25;4
SO59748;10-12-2019;17-12-2019;13865;2;3;2;4;5,04;4
SO59749;10-12-2019;17-12-2019;14121;2;3;3;1;9,32;4
SO59750;10-12-2019;17-12-2019;28383;1;4;3;2;4,26;4
SO59751;10-12-2019;17-12-2019;28400;2;2;4;7;1,21;4
SO59752;10-12-2019;17-12-2019;12460;1;4;3;10;6,9;4
SO59753;10-12-2019;17-12-2019;13103;2;3;1;9;7,39;4
SO59754;10-12-2019;17-12-2019;25427;2;4;3;4;0;4
SO59755;10-12-2019;17-12-2019;17445;2;4;1;4;7,52;4
SO59756;10-12-2019;17-12-2019;17463;1;4;2;1;9,29;4
SO59757;10-12-2019;17-12-2019;26885;2;1;1;8;2,07;4
SO59758;10-12-2019;17-12-2019;28486;2;3;4;7;3,89;4
SO59759;10-12-2019;17-12-2019;14048;2;2;4;10;1,33;4
SO59760;10-12-2019;17-12-2019;11093;2;2;2;7;9,91;4
SO59761;11-12-2019;18-12-2019;14976;1;3;1;9;9,02;4
SO59762;11-12-2019;18-12-2019;12839;1;2;2;6;8,87;4
SO59763;11-12-2019;18-12-2019;11150;2;3;1;9;7,85;4
SO59764;11-12-2019;18-12-2019;17227;1;2;3;9;8,19;4
SO59765;11-12-2019;18-12-2019;20712;1;2;4;9;5,91;4
SO59766;11-12-2019;18-12-2019;27465;2;2;4;1;0;4
SO59767;11-12-2019;18-12-2019;27466;2;2;1;1;8,17;4
SO59768;11-12-2019;18-12-2019;29164;2;1;4;1;2,51;4
SO59769;11-12-2019;18-12-2019;11301;2;2;3;1;4,93;4
SO59770;11-12-2019;18-12-2019;28006;2;1;2;4;5,87;4
SO59771;11-12-2019;18-12-2019;26596;1;2;1;4;3,54;4
SO59772;11-12-2019;18-12-2019;24687;1;1;2;1;9,7;4
SO59773;11-12-2019;18-12-2019;26080;1;4;4;1;4,91;4
SO59774;11-12-2019;18-12-2019;23387;1;2;4;1;4,34;4
